null
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
8.22,0.05,263.89,2876,12.40,663.49,900,1,
